,tweet_id,text,label
11870,1367878098507624448,I can’t make this up. The state of #Georgia passed a law this week that outlaws handing out pizza and water to voters waiting for hours to vote. ,factual
11871,1367652341353177088,Georgia Bill Criminalizes Giving Water to Voters Waiting in Long Lines ,factual
2490,1242927236182732800,"With over 30,000 COVID-19 cases and nearly 300 deaths, New York State accounts for around 37% of deaths and 50% of infections country-wide.  NYPD have been enforcing social distancing on near-deserted streets and officials have set up a temporary morgue. ",factual
2491,1250394189382156288,New York City—ground zero for deadly political incompetence &amp; corruption. 80% of these lives could've been saved if they started lockdown earlier. We're ruled by negligent murderers. ,factual
11947,1240635943578673152,"#ChineseVirus is a DISTRACTION  #Scarborough Warns to Not Take the Bait: Trump Using ‘Chinese Virus’ as Distraction from Lack of Tests and Ventilators  #MOG☘️ #StayAtHome  #MAGA🐑❤️#FoxNews LIES... HOAX, PLOT, MEDIA...   ",factual
11949,1240737354647769088,"Unreal how dizzying this is...  “Even Chinese parents who proudly sent their children to study in New York or London are now mailing them masks and sanitizer or rushing them home on flights that can cost $25,000.” ",factual
11951,1324139354793664512,Over 10K Tennesseans vote for Kanye West in presidential election ,factual
11953,1250740680714080256,15 times Trump praised China as coronavirus was spreading across the globe ,factual
11955,1250499342030401536,A tweet that Donald Trump posted in January in praise of China’s response to the coronavirus outbreak has already come back to haunt him. ,factual
11957,1250380634280923136,There's always a tweet  A tweet that Donald Trump posted in January in praise of China’s response to the #CoronavirusOutbreak has already come back to haunt him ,factual
11961,1322314841651118080,"Ahead of #Election2020, President Trump’s waxwork at Berlin's Madame Tussauds was removed, in a move apparently intended to reflect its expectations of Tuesday’s presidential election ",factual
11962,1259163833744023552,"In one such instance, the US President, during a White House media briefing, said the novel coronavirus would go away without vaccines while stating it was expected the country would see 95,000 more deaths.   ",factual
11963,1352755740377812992,"In July of 2017, he was arrested for leading a protest peaceful into the Capitol to fight for HEALTH CARE  He was arrested while singing prayers!  Reverend Raphael G. Warnock is now back in the Capitol as a senator and his focus is MEDICARE FOR ALL  Black Excellence  LETS GOOOO! ",factual
11964,1323414224702328832,The FBI Is Investigating The Trump Supporters Who Were Seemingly Driving Out A Biden-Harris Campaign Bus ,factual
11965,1364182584247353344,"""Garland most definitely will be dealing with this issue should his nomination get approved.""  New deep-dive from @cdechalus of @BusinessInsider on hate crimes against Asian Americans &amp; how Merrick Garland, as US attorney general, must grapple with them.   ",factual
11971,1338954685772943360,Russian President Vladimir Putin has congratulated President-elect Joe Biden on his presidential election victory. ,factual
11972,1338840583620751360,Think McConnell thinks about you? Think again In a leadership role he still aligns with Ex-Pres Trump This display is UnAmerican Let’s turn the Senate Blue and show Mitch REAL leadership ,factual
11976,1375169371702710272,"President Biden says in his first news conference that he’s committed to making progress on overhauling the U.S. immigration system, bolstering gun laws and strengthening voting rights. ",factual
11982,1363630219354132480,Extreme-Left Disney corporation joins woke cancel culture mob in giving trigger warning over...The Muppet Show! ,factual
11983,1295763576754495488,"""We are going to win four more years and then after that, we'll go for another four years because they spied on my campaign. We should get a redo of four years."" ",factual
11989,1286420937106219008,"We all need to do our part. Your mask protects others and their mask protects you.   Businesses, organizations, apartment and condo buildings can access resources and posters about the importance of face masks from @TOPublicHealth here: ",factual
11990,1274392833277997056,"Help keep our community safe &amp; healthy. Wear a cloth mask or face covering when #PhysicalDistancing is difficult, such as when travelling on public transit. More information on safely wearing a mask is available here: ",factual
11991,1274749493003649024,Your mask protects others &amp; their mask protects you. Wear a cloth mask or face covering when #PhysicalDistancing is difficult &amp; know how to wear one safely. Learn more: ,factual
11996,1396915318476492800,"Vaccinations surge in Ohio across demographic groups as $1M weekly ""Shottery"" begins; @GovMikeDeWine says nearly 2.8 million registered for drawing: @awhcolumbus @AP ",factual
11997,1396877840755400704,"BREAKING: New Michigan #COVID health order eliminates restaurant table limit, allows dance floors, pool tables to reopen ",factual
12006,800868247490834432,"White nationalists shout ""Hail Trump"" while doing the Nazi salute. I did alt-right that coming. ",factual
12007,800992239430365184,"So this week we have neo Nazi conference in Washington, led by Richard Spencer, w/ people openly doing Nazi salutes ",factual
12008,800917168795717632,"I'm just spitballing here, but if you don't want to be called Nazis, then maybe you shouldn't be doing #Nazi shit ",factual
12009,826942459372396544,Where Gorsuch would sit on the court ideologically: ,factual
12011,701798870779564032,.@Disneyland helps raise funds for the @MakeAWish foundation with #ShareYourEars initiative ,factual
12054,1369139634362609664,"At its peak, L.A.-based fro-yo chain Humphrey Yogart had six locations. Although it has long since closed, Markle worked at the one on La Cienega Blvd. in the Beverly Connection.  ",factual
12055,1369087028994867200,Please enjoy my hard-hitting journalism and exceptional photoshop skills! That Pulitzer isn't gonna earn itself! ,factual
12175,1275130241053331456,"We're excited to share this op-ed by @DiverseElders National Director Jenna McDavid, published in the @DandC. Through our partnership with @johnahartford and @BenRoseResearch, we're working to create solutions and support for #caregivers of color.  ",factual
12197,1147853019628728320,Deforestation in Brazil’s portion of the Amazon rainforest soared more than 88% in June compared with the same month a year ago according to data from Brazil’s space research agency. ,factual
12219,671086289022615552,1 in 5 children leave primary school obese &amp; #BlackCountry has 2 of worst-affected areas. ,factual
12220,670888936458297344,1 in 5 children leave primary school obese &amp; #BlackCountry has 2 of worst-affected areas ,factual
12229,1124040384672411648,"UK households where women are sole earner significantly poorer than in US and western Europe, research finds | The Independent.   YES BECAUSE THEY HAVE DEVELOPED CHILDCARE POLICIES TO HELP WOMEN  NOT HERE IN THE UK . THATS WHY ITS UNFAIR ON1950 s WOMEN   ",factual
2780,1346380919326781440,"Watch: How #COVID19 vaccines are produced, packaged in #China  ",factual
2781,1346801580843147264,Just so you can calibrate ...  #COVID19  #vaccines   ,factual
2782,1346305623072382976,"None of us are safe from COVID-19 until all of us are safe. COVAX, a 190-country initiative, has now secured 2 billion COVID-19 vaccine doses &amp; will roll-out doses to low &amp; middle income countries in the first quarter of 2021. ",factual
12244,1294925492307468288,• Indian Tricolour Hoisted for First Time at New York's Times Square in Historic Celebration of Independence Day ,factual
12245,1294812016381591552,Indian Tricolour Hoisted for First Time at New York's Times Square in Historic Celebration of Independence Day ,factual
12343,1164371169400840192,This is 2019’s happiest country in the world: ,factual
12344,1164044751789789184,Looking for a vacation destination? Why not go to the happiest country in the world: ,factual
12412,999583282458251264,"India has moved up to 44th position worldwide, up one rank from last year, it is ranked the 12th most competitive economy out of the 14 Asian countries on the list ",factual
1411,1244140027585724416,China’s first confirmed Covid-19 #coronavirus case 'Patient Zero' traced back to 17th November 2019 ,factual
1413,1243325611285917696,"@SputnikInt's account has been withheld in Portugal, Finland, Sweden, Ireland, Slovenia, Czech Republic, Poland, Slovakia, Hungary, Italy, Malta, Germany, Greece, Romania, Netherlands, Bulgaria, Austria, Luxembourg, Latvia, United Kingdom, Denmark, Lithuania, Croatia, Estonia, Cyprus, France, Spain, Belgium in response to a legal demand. Learn more.",factual
1625,1244064518021529600,Oops!! #CoronaVirusHoax ,factual
3279,1366074035348467712,"In simulations, “getting people vaccinated sooner with a lower efficacy vaccine prevented many more Covid-19 cases, hospitalizations and deaths compared to waiting even just a month for a higher efficacy vaccine.” ",factual
12717,1251225147685519360,"Fatalities in the Scandinavian nation topped 1,300 on Thursday — far worse than Denmark, Norway and Finland, which all implemented containment measures, according to the latest figures from Johns Hopkins University. ",factual
12724,1249110548643340288,"Covid-19 infection outside Wuhan in 4 major Chinese cities (Beijing, Shanghai, Shenzhen and Wenzhou) FELL BELOW ONE WITHIN 2 WEEKS OF PARTIAL LOCKDOWN. This is good news; it shows a partial lockdown can quite quickly suppress transmission of the virus.  ",factual
12785,1288307425137668096,"In this analysis, @michellegrattan rightly points out the federal assurance about aged care as recently as last Friday, after national cabinet.  Dr Paul Kelly: “I wouldn’t say that it has been a failure up to now.”  But it was failing as he was speaking.  ",factual
12787,1286081549650153472,Shadow Treasurer @JEChalmers is warning Australians not to be “conned” into believing debt in the budget set to be announced today is a consequence of COVID-19 alone.    ,factual
9792,1232787482179072000,At best Coronavirus is “only” like the flu. I put only in quotes because man a lot of people talking about coronavirus are moronic and glib. ,factual
13132,1373798395157041152,"BREAKING: Fmr. President Trump calls for investigation into Biden's gag order on Border Agents, calls it 'huge cover-up'   🚨🚨🚨 ",factual
13536,1142978329965817856,"UP: 'Singham' IPS officer Ajay Pal Sharma shoots rape, murder accused in Rampur; gets encounter-specialist tag  ",factual
13636,1353841658211704832,"Hi folks! Sharing a piece below 👇🏽 that I wrote for @psychreg on COVID-19, vaccine hesitancy, systemic racism, and ways that mental &amp; medical healthcare providers may be able to support folks from underserved and underrepresented communities.  ",factual
13638,1284624821733793792,Scientists identify six different types of Covid-19 with differing symptoms ,factual
13642,1352476223352483840,The Biden administration hasn’t even been in office 24 hours yet and has already sparked an uproar that it was forced to walk back ,factual
13685,1337033916386078720,"Agitating ‘Farmers’ hold posters of Urban Naxals and those accused of orchestrating riots that killed Hindus, demand their release -watch visuals. ",factual
13849,1283998244197072896,More reports about #COVID on mink farms in #Europe. @lanapopham is there any testing happening yet in #BC for workers or animals? ,factual
13870,783479087033487360,Fact check: Trump's tax cuts ,factual
13871,785568892651536384,"US intel officials told Trump Russians behind the hacks BEFORE the debates, yet he says ""maybe there is no hacking"" ",factual
13872,785622350184189952,Intel Officials Told Trump Long Before Debate Exactly Who Hacked The DNC ,factual
13873,785620918496133120,"""Hillary doesn't know if it's the Russians doing the hacking. Maybe there is no hacking,"" said truth-teller Trump. ",factual
13890,1213962130187259904,“We have been dealing with the fires non-stop now for more for five months and I can’t see that changing over the next month. It makes you think … just where that will end.” #australiafires #vicfires #australiaburns ,factual
14343,1207436076337508352,This is a sad and dangerous moment in our history as impeachment is being used to undo the will of the American people and silence the voices of millions of Americans in the process. ,factual
14344,1207066640959057920,Current mood: it's beginning to look a lot like impeachment.  #ImpeachmentEve #demcastOH ,factual
14530,923850081291214848,Budget 2018: Tax rates for households earning less than RM9k to be reduced ,factual
14531,943288104923910144,"A household earning $1 million or more would get an average cut of $69,660, an income bump of 3.3 percent. Compare that to the average household earning $50,000 to $75,000, which would get a tax cut of $870, or 1.6 percent. ",factual
14539,959125223646822400,Donald Trump says tax bill led to bonuses for 3 million workers: Mostly True ,factual
14588,1223452160719048704,"INFLUENZA&gt;CORONAVIRUS: While hospitals across the country prepare for the novel coronavirus, doctors say their biggest challenge right now is influenza: ",factual
14601,958425030634950656,".@theIRC projects that the US will admit 21,000 refugees in 2018. This is half of the (historically low) target Trump set for this year and simply devastating for individuals we could be helping ",factual
14641,823951469279932416,Donald Trump's anti-abortion policy could lead to deaths of millions of women ,factual
14665,810996695966355456,Trump's Cabinet picks have more wealth than third of American households combined ,factual
14668,1042737114163671040,"“If you think Hispanic Texans across this state are going to vote for abortion, open borders, take your guns away, raise your taxes, well the message was sent tonight. And that is no,” Patrick said. ",factual
14687,1189508795183063040,Trump denies all political legitimacy to opposing actors. I like the way @jbouie dissects his rhetoric here: ,factual
14688,1201650748913676288,".@NoahRFeldman, one of the professors called by Democrats to support impeachment, bought fully into the Russia collusion conspiracy theory.   ",factual
14692,991428911404855296,"Sue Bell Cobb: ""Alabama is operating government on the lowest amount of tax revenue of any state in the nation..."" Mostly checks out, says @politifact ",factual
14693,991428394452770816,"""Alabama ranks lowest by state and local tax revenue per capita"" - ",factual
14695,1318698555046055936,REALLY interesting read for BOTH sides. Former top Navy SEAL who oversaw bin Laden raid says he voted Biden ,factual
14699,723198824475283456,What will countries need to do with the #ParisAgreement after they sign it? ,factual
14702,987204824751050752,"In 2010, black people were nearly four times as likely to be arrested on charges of for marijuana possession as whites, even though they use the drug at about the same rate ",factual
14705,1148341681894416384,Food Stamp Participation Lowest in 10 Years ,factual
14707,1316841979926523904,"About 11% of registered voters in Travis County voted by the first two days of early voting in Texas.  That’s more than 95,000 mail-in and in-person ballots cast — thousands more than at this point during the 2016 presidential election. | @AshLopezRadio ",factual
14734,785818539126956032,Study: Donald Trump would raise taxes on millions of middle-class families ,factual
14735,961343309003210752,"An estimated 24 million people, about 8% of Americans, still have no access to high-speed internet at home. ",factual
14736,961252547506958336,"The Nez Perce Tribe gave up on waiting for the internet to come to their remote corner of Idaho, and built their own broadband service. Still, many residents on the reservation are on the wrong side of the digital divide: ",factual
14738,1235577327347585024,JUST IN: Trump says his administration will start withholding funds from sanctuary cities after court ruling ,factual
14739,1235673196994719744,Trump says his administration will start withholding funds from sanctuary cities after court ruling ,factual
14741,1113157490596753408,"""The facts show that California is good for business,"" @Lenny_Mendonca writes in @thehill. ""Work hard, get ahead. That is the basic bargain that has always defined not just the American Dream but America...It’s something we’re known for doing."" ",factual
14751,1163551369019711488,Planned Parenthood withdraws from the federal Title X program and vows to keep fighting in court for its patients' right to accessible reproductive health care. ,factual
14752,1017517733112635392,"“Yesterday, I let them know that I was extremely unhappy with what was happening and they have substantially upped their commitment and now we’re very happy.” ",factual
14774,1197902068490612736,Rudy Giuliani says:  US diplomats were doing the bidding of George Soros in Ukraine  They took all the corruption cases away from the prosecutor general  They gave it to the anti-corruption bureau  Got rid of all the cases that offended Soros  ,factual
14775,1022504354434232320,"In a @sfchronicle op-ed, USApples' Jeff Colombini and Mike Wade speak to the concerns among growers bracing for retaliatory tariffs that will take a big bite out of the U.S. apple industry: ",factual
14776,1049437998440439808,Mike Braun on his company healthcare plan: “I took on the health insurance companies 10 yrs ago to get a product that was going to be sustainable and affordable.”  Mike Braun’s employees: “It was not real insurance.” #INSen ,factual
14777,1196200092002344960,"Tim Morrison, a former top #NationalSecurity adviser to the president, said that @USAmbEU #GordonSondland was involved in an effort to foster #Ukraine to open an investigation into @JoeBiden.  He was uncertain of Trump’s involvement in #Sondland’s efforts. ",factual
14801,717478260058230784,Does Clinton really have 2.5 million more votes than Sanders? (Mostly True) ,factual
14807,1092993971851313152,"More than 3x as many black women die from childbirth.  More and more women are now dying in childbirth, but only in America ",factual
14808,1113159881324933120,"Tuesday commemorates Equal Pay Day, which represents the number of days into the year that American women would have to work in order to catch up to what men made the year before.  For Hispanic women, that day won't come until November.  📝 @lydiadepillis  ",factual
14809,1113115578087215104,"Happy Equal Pay Day, which for HIspanic women actually won't come until November, since Latinas have long had less access to well-paid jobs for a bunch of historical and social reasons. But that's changing, and the consumer economy will change with it:  ",factual
14810,1331979800035151872,"Almost all of England must adhere to the two most severe sets of coronavirus restrictions when a national lockdown ends next week, the government said. London and Liverpool have escaped the most stringent rules. ",factual
14812,1157892825985495040,"Only been back in America for a few days and already a mass shooting. The 250th in 215 days. 522 dead and 2040 injured. 😔😔😔😔 Not one head cut off. If you are afraid of terrorists, you need to look at white supremacy. ",factual
14816,1234565578351837184,5 more deaths reported just today.  Trump's incompetence will kill us all.  ,factual
14828,1046925247281336320,"Fact check: Sen. Blumenthal did lead voters to believe he was a Vietnam veteran when, in fact, he was never deployed to Vietnam. There's no evidence Blumenthal boasted of near-death experiences, or claimed to be a war hero. ",factual
14832,995083400666107904,"President Trump laid out his plan to bring down the cost of prescription drugs, but the plan broke from what he promised on the campaign trail ",factual
14841,1250546189289656320,"""It shouldn’t take a crisis to expand unemployment benefits or ensure protections for workers who are sick. Every single one of us deserves access to necessities like affordable #healthcare, safe transportation &amp; workplace protections."" — @GovWhitmer  👏",factual
14843,878308446742786048,I hope everyone who still supports Trump loses health coverage under #Trumpcare. I really do. #FridayFeeling #maga  ,factual
14853,1374467780058128384,"Racial Demographics of The Death Penalty  More than 75% of death row defendants who have been executed were sentenced to death for killing white victims, even though in society as a whole about half* of all homicide victims are African American. ",factual
14920,1300930752071303168,Maskless Nancy Pelosi Got Her Hair Done In A Shuttered San Francisco Hair Salon ,factual
14922,1322256778545958912,Joe Biden Lays Into Trump And Brings The Blue Wave To Iowa ,factual
14924,1322912941969203200,"Let us not forget there is still this 17 year old terrorist out there waiting to be officially charged.    Oh and please let's pity the poor little baby, he's upset because he doesn't want to be tried as an adult.  He is a domestic terrorist, punish him!  ",factual
14926,1167482111084957696,"In 2018, 68% of Floridians supported laws that would protect gay, lesbian, bisexual and transgender people against discrimination in jobs, public accommodations and housing.   So why don’t we have them?   ",factual
14927,1167526903818915840,“There was once a time when businesses could legally be segregated by race. Making discrimination against sexual orientation or gender identity illegal falls in the same camp.” ,factual
14936,1316700137025142784,"""The Federal Bureau of Investigation (FBI) has reportedly had evidence that former Vice President Joe Biden met with an executive from Burisma introduced by his son, Hunter, since the week in December 2019 when the House impeached the president.""  ",factual
14944,1324093634128523264,Michigan vote chaos: Furious Republican challengers kicked out of count 'stop the votes!' #Election2020 ,factual
14945,1183803423533215744,ABC takes down supposed Syria battle video after accuracy of footage is questioned ,factual
14947,1241869097350180864,"President Trump says National Guard activated to help New York, California and Washington state amid coronavirus pandemic ",factual
14968,1360778980790591488,"So a violent hate group, who chanted ""Jews will not replace us!"", enjoyed Trump's presidential support.  ""Decline of Proud Boys: what's the future for far-right group? During the Trump era, the group enjoyed presidential support and recruited thousands"" ",factual
14981,1385319696833126400,Queen James is so full of it. He deleted his ignorant tweet because he's a coward and it blew up in his face. Nuff said. ,factual
14985,1407520477506064384,flaggy has been redesigned ,factual
14986,954566514010742784,"“Right now, in a number of states, the laws allow a baby to be born from his or her mother’s womb in the ninth month. It is wrong. It has to change.” TRUMP ",factual
14987,732892817106866176,Trey Gowdy Screws Up And Accidentally Tells The Truth About Benghazi On Fox via @politicususa ,factual
14990,834201999109406720,"Trump, who attacked Obama for golfing and personal travel, spends his first month outdoing his predecessor ",factual
14992,834016834370334720,".@POTUS, who attacked Obama for golfing and personal travel, spends his first month outdoing his predecessor ",factual
15006,760987544213270528,"Guys, I think we all agree on the precious value of our endangered species.  Tell me, why do you think that... ",factual
15067,1375758451620597760,"I found it ⁦@benshapiro⁩!!! Our first explicit example of institutional racism in 60 years.   “Oakland, California, will exclude white families living in poverty from $500 a month checks” -⁦@DailyMail⁩  ",factual
15068,1375554023613423616,Fighting racism with more racism is a recipe for disaster — stop it.  ,factual
15069,1375659064525344768,"Race-based entitlements are getting more and more comment, like in the recent Covid relief bill for Black famers. Here Oakland will exclude white families living in poverty from $500 checks. No the mayor is not White. ",factual
15077,823241606983729152,"REMINDER: Thanks to ACA, U.S. abortion rate hit 45-yr low. Republican plan to repeal will increase it. #7in10forRoe ",factual
15084,1346640127297265664,"Currently, about 200,000 doses are being given a day.   Dr. Anthony Fauci, director of the National Institute of Allergy and Infectious Diseases, said vaccinators should soon be able to deliver 1 million a day. ",factual
15112,1385935772176437248,"A disturbing video of naked bodies, which look like corpses, piled over each other &amp; being attended to by people in protective medical gear, is being shared with a false claim that it shows organ trafficking in #COVID19 patients in India. #FakeNews  ",factual
15126,1164321538243538944,Amazon forest fires can be seen from SPACE: Wild blazes are destroying swathes of rainforest ,factual
15273,997145479333974016,"From 2008 to 2015, the proportion of emergency room and hospital encounters for suicide-related diagnoses at US children's hospitals almost tripled. And the rate of increase was highest among adolescent girls.  ",factual
15274,1260945304955715584,Deforestation of the Amazon has soared under cover of the coronavirus #deforestation #AmazonRainforest #biodiversity #ClimateChange #pandemic  ,factual
15284,1183155348921704448,#backto60 #50women  Help us by donating to our crowdfunder ... together we can achieve justice and dignity for all women born in the 50s .  ,factual
15329,1259207044801990656,.@VDHgov attributes 58% of the 827 deaths from COVID-19 are attributed to outbreaks at senior care facilities. An analysis by @nytimes shows #Virginia with one of the nation's highest concentration of deaths in nursing homes.  ,factual
15337,1162097126114881536,"This 64-year-old man is busy installing an elevator into his home so that he can grow old in his current house ""as long as he can."" Aging in place is a growing trend among seniors, but it's taking an estimated 1.6 million properties off the market. ",factual
15339,998855455601553408,"The proportion of patients spending over 4 hours in A&amp;E has substantially increased in recent years. Are waiting lists, ambulance data and staffing levels meeting targets? Find the latest statistics on the performance of the #NHS in our briefing ",factual
15340,851079758733606912,"At close to 40% when including state rates, the U.S. corporate tax rate is one of the highest in the world. ",factual
15341,925803464231448576,Need more evidence that cutting taxes for the wealthy doesn’t help working people? Here you go: ,factual
15342,1088213750723670016,As the world's richest people meet in Davos for their annual talkfest of how much needs to be done to address inequality/poverty/human rights it seems just 26 of them cd make a big difference. ,factual
15344,783660499586150400,"Number of children living in poverty has soared by 250,000 under Tory gov ",factual
15345,684436133854494720,"Record 4m people have diabetes in the UK, charity reveals ",factual
15379,1315645028191084544,It's not just abortion or guns or gay rights. A radically conservative Court could further undermine democracy and set corporations free from any regulations. ,factual
15382,1327876661770121216,The flu pandemic of 1918 can teach us to remember our dead | Torsten Bell ,factual
15383,1327900684554018816,The original LSE report is a must read - a link in article. I interviewed Martin Bayly (who wrote it) for a project - free school resources on the war &amp; influenza here: ,factual
15387,1314231245539348480,"Kamala Harris isn't qualified to give history lessons... let alone serve as VP.  She and Biden must give an honest answer to the question Americans are asking:  If elected, will you seek to pack the court?  ",factual
15392,1361226511693586432,"As a private citizen, former President Donald Trump does not have protection from legal liability that his presidency once gave him. ",factual
15504,1284982067667730432,"TB and COVID-19 now results in an estimated 7,000 deaths per day combined. This figure may be an underestimate, as reductions in TB detection and care due to the COVID-19 outbreak could lead to increased TB mortality in 2020. #COVID19 #tuberculosis ",factual
15511,1257250796456083456,"The Chinese government's refusal to allow independent journalists or investigators into Wuhan, coupled with evidence that the coronavirus passed through but didn't start in the Wuhan market, fuels the theory it leaked from the Wuhan Institute of Virology. ",factual
15578,999222905891381248,Good news on inflation this morning – it fell to 2.4% in April and is expected to keep falling. With wages going up that means more money in people’s pockets. ,factual
15592,919988814428246016,"According to a new study, majority of Indians support military rule and autocracy  ",factual
15623,1280594166880169984,"At the #AIDS2020 conference, a case report of a possible #HIVcure has been presented, but experts caution that it raises more questions than answers.  ",factual
15624,1290640155834044416,"What does the future of #COVID19 look like? If immunity lasts only a few months, there could be a big pandemic followed by smaller outbreaks every year. If immunity lasts closer to two years, COVID-19 could peak every other year, says @yhgrad. ",factual
15625,1290532444303581184,"“Our research will undertake in-depth studies of antibodies to understand the drivers behind lasting protection against COVID-19,” Dr Jennifer Juno (@scientist_JJ)  Learn more about the #COVID19 ‘immunity passport’ research that's funded by the Vic Govt.  ",factual
15702,1294258494183546880,"Two cities in China have found traces of the new coronavirus in cargoes of imported frozen food, local authorities said, although the @WHO downplayed the risk of the virus entering the food chain ",factual
10930,1359374033872060416,A video of a massive avalanche in Nepal is doing the rounds on Facebook with a false claim that it shows visuals of the recent glacial burst that occurred in Chamoli district in #Uttarakhand on February 7. #BOOMFactCheck #UttarakhandDisaster  ,misinformation
12815,1333202425000448000,"Tom Donilon told the Biden team a while ago that he’s not interested in returning to government right now and won’t take the CIA director job, a source familiar tells me. That removes a major candidate from the field. Others discussed below: ",misinformation
3503,1351988788621262848,EXCLUSIVE: Letter left to Biden by President Trump. ,misinformation
15353,1310113209731428352,"#PLAloudspeaker conspiracy exposed: #Chinesearmy uses this super loud speaker to play noise at border in #Ladakh! This is Chinese Army, who is famous for using unethical tools of war, using this loudspeaker to get injured eardrums and to cause for vomiting  #IndiaChinaFaceOff ",misinformation
11002,1237879677294764032,"UPDATE (March 12, 2020 | 12:45 AM)  The WHO had declared that COVID-19 is now on pandemic stage.   This is due to the fast spread of the virus accross the globe. It has reached 121,564 cases claiming the lives of 4,373.  #PRCLifelineOfThePeople #COVID2019 ",misinformation
6789,1343179630878969856,"Good Step by Govt : No More Display of caste  like JAT ,RAJPUT, PANDIT , GURJAR  etc on vehicles - india news - Hindustan Times ",misinformation
5987,1363282286096089088,A striking image released by NASA from the picture-perfect landing of the Mars rover Perseverance shows the car-sized space vehicle being lowered to Martian soil ,misinformation
6205,1041772633958711296,Bad Blood: Judge Kavanaugh's Mother Foreclosed on Far Left Accuser's Parents' Home ,misinformation
7931,1067652848110825472,"#WebQoof | The original clip is from the book release ceremony of “Fables of Fractured Times”, written by Congress leader Manish Tewari.  ",misinformation
3227,1261058211634917376,What coronavirus outbreaks have in common ,misinformation
14445,1356871321762824192,Thousands of protesting farmers had clashed with the police during the tractor parade called by farmer unions on January 26 to highlight their demand for repeal of the Centre's three farm laws. ,misinformation
14488,1259388357941039104,"Did DMK Leader Selvakumar assault a lady doctor on #COVID-19 duty? The video is 2 years old from a beauty parlour. Viral - A video of a man, who is seen kicking and physically assaulting a women who claims to be lady doctor on duty on COVID-19 ",misinformation
11310,1305876530917236736,"A photo of Kangana Ranaut is viral in which Mark Manuel is claimed as Abu Salem. A photo of actress Kangana Ranaut, making headlines recently with a man is viral claimed to be with Gangster Abu Salem..... ",misinformation
12342,1379311585081036800,"A photo of Delhi CM Arvind Kejriwal helping a kid wearing a mask is viral claiming why he, Manish Sisodia and one more aren't wearing the mask themselves.  The photo  2 years old, masks were distributed in schools to save them from Delhi pollution  ",misinformation
12545,1227166042192957440,Shaheen Bagh protest site seen empty as AAP all set to return in Delhi   Anti national protest now going to end because there sponsor won an election so all will get free biryani onwards  #DelhiPolls2020 #DelhiElectionResults #ElectionResults #ShaheenBaghs ,misinformation
4423,1199606722740051968,"To celebrate 100 years since Nancy Astor became the first woman MP to take her seat in the HoC, I wrote a piece for @WomensHistNet on Astor's 1919 election. Looking forward to the unveiling of Astor's statue in Plymouth tomorrow! @ladyastorstatue #Astor100 ",misinformation
3067,1221551814916689920,"Coronavirus Outbreak: CDC Issues Warning, Multiple Cases in U.S.  56 deaths recorded... a world population of 7.7 Billion- that is 0.0000000072727273% - hardly an ""outbreak"" Next up.. forced vaccinations.  *US Patent for #Coronavirus (Patent # 10,130,701)  ",misinformation
15519,1284329600537882624,"“‘Yung mga nagpapa-flu vaccine or pneumonia vaccine, we do not advise against it. We even recommend it because we have that program as well,” Vergeire said. ",misinformation
1454,1244951364846968832,"We are coming to know #COVID19 through maths and models. Hot off the press, our new editorial in @CPHjournal with @tim__rhodes and @m_rosengarten — “A model society: maths, models and expertise in viral outbreaks” #FlattenTheCurve #coronavirus ",misinformation
1921,1223982247386087424,"Thailand has been the prime example of a Southeast Asian government flunking the #coronavirus test, writes ⁦@JoshKurlantzick⁩  ",misinformation
639,1393167087275700224,"""CDC: As many people have died from Covid-19 vaccines as ALL vaccines in last 20 years COMBINED""   ",misinformation
9498,1139525331923005440,"If you want to see a bunch of boorish Indian fans who go around as crazy fans of cricket, read this story. We can't blame Pakistan for everything like an attempt was made here. ",misinformation
13381,1061031931276550144,#Arizona #Electionfraud “SIGNATURES DON’T MATCH”  President Trump Sounds the Alarm on “Electoral Corruption” in Arizona ,misinformation
2848,1309979062178402304,"Why has Belarus, whose autocratic president has barely acknowledged the coronavirus pandemic, let alone imposed a lockdown in response to it, seen fewer COVID-19 deaths per capita than most European countries?   ",misinformation
2358,1397129931813965824,The second dose of the COVID-19 vaccine helps to provide longer-term protection.  Don't delay in getting your second dose when it is offered to you: ,misinformation
4944,1358115654881148928,"AntiFarmer AndhBhakt @ashokepandit lied to trend  #चक्काजाम_हुआ_नाकाम  Exposed, Caught lying  deleted tweet out of embarrassment   ",misinformation
6832,1364175675309969408,"Claim: If farmers are rioting in #Delhi, are BJP workers preaching peace in #WestBengal Conclusion: @darpan_today found that the BJP workers were throwing stones at a TRS MLA's house over his alleged comments on Ram temple donation. Courtesy: @boomlive_in ",misinformation
12273,1314715009100984320,"“We did not use human stem cells or human embryonic stem cells in the development of” the monoclonal antibody cocktail, Regeneron spokesperson Alexandra Bowie said. ",misinformation
11709,1349544637757853696,her show in front of the Capitol steps exhorting the troops was perhaps the most pathetic display in US history. They still think this is a PR battle.  They are wrong/  Marine Corps. Rebukes Pelosi: “WE DON’T WORK FOR YOU!” ,misinformation
15516,1361095420257173504,In pictures: Damage from the 7.3 magnitude quake off northeast Japan ,misinformation
6338,1196853616830644224,"I know its MSNBC but still a shameless lie.   I didn’t manipulate Speakers quote.   Exact words from her memo:  “The weak response to these hearings has been, “Let the election decide.”  That dangerous position only adds to the urgency of our action...” ",misinformation
